id,sentiment,review
11,1,"[['证券', '简称', '新宁物流nb'], ['江苏新宁现代物流股份有限公司关于全资子公司火灾事故进展公告本公司及董事会全体成员', '保证', '信息披露内容真实准确完整'], ['江苏新宁现代物流股份有限公司', '简称', '公司'], ['火灾事故', '发生', '深圳市坪山新区兰竹东路八号仓库'], ['公司', '分别于2016年01月21日03月09日05月14日05月28日在中国证监会指定信息披露网站发布', '本次火灾事故进展公告'], ['深圳新宁', '收到', '火灾事故深圳市公安局坪山分局消防监督大队下发认定书'], ['相关主要内容', '如下', '2015年12月22日19时27分'], ['深圳市坪山新区兰竹东路8号', '兴', '厂区'], ['火灾', '发生', '1号厂房4层深圳市新宁现代物流有限公司仓库'], ['起火时间', '为', '许'], ['起火原因', '排除', '放火'], ['北面仓存储区', '引起', '火灾'], ['公司', '履行', '相应信息'], ['广大投资者', '注意', '风险']]"
12,1,"[['证券', '简称', '先大药业'], ['华融证券山东先大药业股份有限公司', '导致', '公司货物损失'], ['华融证券山东先大药业股份有限公司关于意外事故导致公司货物损失提示性公告本公司及董事会全体成员', '保证', '公告内容真实准确和完整'], ['外来重物', '砸', '仓库房顶'], ['公司', '立即启动', '紧急事故一级响应'], ['有关情况公告', '如下', '一受损情况'], ['外来重物', '砸', '仓库房顶'], ['仓库', '进', '水'], ['仓库', '已停止', '发货'], ['本次事故', '导致', '仓库部分货物不同程度受损'], ['公司', '积极采取', '措施'], ['公司', '已积极采取措施对仓库房顶进行', '全面修复'], ['公司', '已在天安财产保险股份有限公司山东省济南分公司对仓库货物进行', '投保'], ['本次事故损失', '合计', '约５００万'], ['公司', '预计', '本次损失能够得到补偿'], ['本次损失', '得到', '补偿'], ['广大投资者', '注意', '风险']]"
13,1,"[['证券', '简称', '洁誉科技nb'], ['水灾事故', '发生', '承租研发基地和仓库'], ['华龙证券洁誉科技上海股份有限公司', '保证', '公告内容真实准确和完整'], ['以下', '简称', '洁誉科技'], ['、', '位于', '上海市浦东新区'], ['水灾', '发生', '承租位于上海市浦东新区研发基地和仓库所在'], ['本次水灾', '未造成', '人员伤亡'], ['母公司洁誉科技', '召集', '进行抢救措施'], ['该研发基地', '为', '人民币一百万左右'], ['本次水灾', '不会对公司及子公司现金流产生', '压力'], ['公司及子公司', '有', '足够现金'], ['公司及子公司', '对抗', '风险'], ['公司', '及时披露', '此事进展情况']]"
14,1,"[['证券', '简称', '百合花'], ['公司车间废气', '吸收', '塔'], ['火灾事故', '发生', '2017-055百合花集团股份有限公司关于公司车间废气吸收塔装置'], ['2017-055百合花集团股份有限公司关于公司车间废气吸收塔装置发生火灾事故公告本公司董事会及全体董事', '保证', '本公告内容不存在任何虚假记载误导性陈述或者重大遗漏'], ['本公告内容', '存在', '任何虚假记载'], ['在', '进行', '提升工程过程'], ['作业意外', '引起', '楼顶塑料废气吸收塔装置发生火灾'], ['楼顶塑料废气', '吸收', '塔'], ['楼顶塑料废气', '吸收', '塔'], ['火灾', '发生', '楼顶塑料废气吸收塔装置'], ['公司', '立即启动', '应急预案'], ['本次事故', '未造成', '人员伤亡'], ['直接经济损失', '约为', '10万人民币'], ['公司管理层', '认真吸取', '此次火灾事故教训'], ['公司', '履行', '信息'], ['广大投资者', '注意', '风险']]"
15,1,"[['振华集团', '建设', '工程股份有限公司工程安全事故'], ['）', '建设', '工程股份有限公司工程安全事故'], ['关于提示公告国融证券股份有限公司', '是', '振华集团建设工程股份有限公司'], ['振华集团', '建设', '工程股份有限公司'], ['证券', '简称', '振华'], ['苏州天狮建设监理有限公司', '监理', '自动化仓库二工程工地'], ['在', '自动化', '仓库二北立面'], ['脚手架第5步操作层上', '进行', '搭设脚手架'], ['昆山市住房', '下发', '关于对通报昆住建201914号'], ['苏州市政府投资建筑工程招标人', '不得接受', '意见'], ['振华集团建设工程有限公司', '参与', '投标处理意见'], ['主办券商', '提醒', '如果公司不能加强安全生产管理'], ['公司', '不能加强', '管理'], ['主办券商', '郑重提示', '注意投资风险']]"
16,1,"[['证券', '简称', '国机汽车'], ['公告编号', '说明', '公告本公司保证公告内容真实'], ['公告本公司及董事会全体成员', '保证', '公告内容真实准确和完整'], ['遗漏', '负', '连带责任'], ['爆炸', '发生', '天津滨海新区瑞海公司危险品仓库'], ['国机汽车股份有限公司以下简称公司', '有', '仓库'], ['车辆', '存储', '仓库'], ['公司', '无法对车辆损坏具体情况进行', '统计'], ['公司', '将启动', '保险索赔流程'], ['公司', '已确认', '本次事故未造成公司员工伤亡'], ['本次事故', '未造成', '公司员工伤亡'], ['公司', '及时在指定报刊和网站履行', '义务']]"
17,1,"[['证券', '简称', '韶钢松山'], ['2012－32广东韶钢松山股份有限公司关于韶钢特棒工程爆炸事故处理进展情况公告本公司及董事会全体成员', '保证', '公告内容真实准确和完整'], ['公司', '发布', '关于中国五冶上海分公司在韶钢特棒工程安装行车时发生爆炸事故公告'], ['韶钢特棒工程', '安装', '行车'], ['韶钢特棒工程', '安装', '行车'], ['爆炸事故', '发生', '中国五冶上海分公司'], ['2012年底', '建成', '投产'], ['事故', '后续处理', '进展情况'], ['公司', '将按相关规定持续履行', '义务']]"
18,1,"[['证券', '简称', '华中数控nb'], ['2014-006武汉华中数控股份有限公司关于公告本公司', '保证', '信息披露内容真实'], ['信息', '披露', '内容真实'], ['以下', '简称', '公司'], ['该仓面积', '平方米', '约291'], ['本次事故', '未造成', '人员伤亡'], ['该公司主要生产设施', '未受到', '破坏'], ['经营', '未受到', '较大影响'], ['武汉市公安消防部门', '正在对事故原因责任进行', '调查'], ['公司', '组织', '进行清查'], ['武汉市公安消防部门', '正在组织对烧毁物资进行', '清查'], ['财产损失', '形成', '结论'], ['等', '形成', '结论'], ['公司', '进一步进行', '披露'], ['公司', '将进行', '检查']]"
19,1,"[['证券', '简称', '宇顺电子&nb'], ['全资子公司租赁仓库', '发生', '火灾事故'], ['2016-001深圳市宇顺电子股份有限公司发生火灾事故公告本公司', '保证', '信息披露内容真实'], ['信息', '披露', '内容真实'], ['深圳市宇顺电子股份有限公司', '简称', '公司'], ['全资子公司深圳市雅视科技有限公司以下简称雅视科技', '租赁', '江苏新宁现代物流股份有限公司下属子公司深圳市新宁现代物流有限公司以下简称深圳新宁'], ['江苏新宁现代物流股份有限公司下属子公司深圳市新宁现代物流有限公司仓库', '用于', '储存'], ['公司', '收到', '通知'], ['火灾事故', '发生', '该仓库'], ['本次火灾', '未造成', '人员伤亡'], ['本次事故', '未对雅视科技生产经营造成', '重大影响'], ['本次火灾事故对公司全年净利润影响金额', '不超过', '850万'], ['公司', '充分跟进', '后续调查统计和理赔'], ['公司', '及时履行', '义务']]"
20,1,"[['证券', '简称', '振华股份nb'], ['2018-032湖北振华化学股份有限公司关于进展公告本公司董事会', '保证', '本公告内容存在任何虚假记载'], ['本公告内容', '不存在', '任何虚假记载误导性陈述或者重大遗漏'], ['一起意外事故', '发生', '湖北振华化学股份有限公司以下简称公司'], ['详见公司', '刊载', '披露媒体关于公告'], ['详见公司', '刊载于', '指定信息'], ['公司', '立即组织', '人员'], ['工作', '处理', '善后'], ['黄石市公安局交通巡逻警察支队西塞山大队', '出具', '道路交通事故证明黄公交证字'], ['该事故', '未对公司生产经营和业绩造成', '重大影响'], ['公司', '认真吸取', '事故教训']]"
21,1,"[['证券', '简称', '朗朗教育'], ['火灾事故', '发生', '仓库'], ['中泰证券山东朗朗教育科技股份有限公司', '保证', '公告内容真实准确和完整'], ['山东', '朗朗教育', '科技股份有限公司'], ['本次火灾', '未造成', '公司人员伤亡'], ['公司', '已成立', '现场应急领导小组'], ['公司', '已成立现场应急领导小组并启动', '应急预案'], ['公安消防部门', '调查', '火灾原因']]"
22,1,"[['证券', '简称', '宏大爆破nb'], ['2012-011广东宏大爆破股份有限公司', '保证', '内容真实准确和完整'], ['信息', '披露', '内容真实'], ['公司下属子公司广东明华机械有限公司罗定分公司一辆炸药运输车', '途经', '京珠高速韶关段南行宝林山隧道发生交通追尾事故'], ['交通追尾事故', '发生', '宝林山隧道'], ['公司', '及时启动', '应急预案'], ['公司', '积极配合', '公安消防部门'], ['公司', '采取', '及时有效技术措施'], ['事故', '造成', '爆炸'], ['公司', '配合', '调查事故原因'], ['事故', '造成', '直接经济损失不超过30万元'], ['直接经济损失', '不超过', '30万'], ['该损失', '未构成', '重大影响']]"
23,1,"[['证券', '简称', '中海油服'], ['在建海洋石油682船舱', '进', '水'], ['2012-02中海油田服务股份有限公司', '保证', '公告内容真实准确和完整'], ['以下', '简称', '公司'], ['船舱', '进', '水'], ['事故', '造成', '坐底'], ['该船', '进', '水'], ['该事故', '未造成', '环境污染'], ['公司', '积极协助', '武船'], ['该在建船舶', '是', '工作船'], ['公司', '投资', '工作船'], ['大马力', '用', '工作船'], ['公司', '已为该船建造', '项目'], ['公司', '已为该船建造项目投', '全额保险'], ['公司', '已启动', '相关保险索赔程序'], ['该船', '形成', '所有权属船东'], ['所有权', '属', '船东'], ['建造方', '有', '妥善保管责任'], ['建造方', '承担', '相应责任']]"
24,1,"[['证券', '简称', '盘江股份nb'], ['煤与瓦斯突出事故', '发生', '下属金佳煤矿'], ['下属金佳煤矿发生煤与瓦斯突出事故公告本公司董事会及全体董事', '保证', '本公告内容不存在任何虚假记载误导性陈述或者重大遗漏'], ['本公告内容', '存在', '任何虚假记载'], ['贵州盘江精煤股份有限公司', '称', '公司'], ['所属金佳煤矿一采区', '发生', '煤突出事故'], ['贵州省人民政府', '要求', '进行全面生产'], ['公司', '所属', '煤矿'], ['广大投资者', '注意', '风险']]"
25,1,"[['证券', '简称', '港龙股份nb'], ['民生证券浙江港龙新材料股份有限公司', '发生', '安全事故'], ['公司', '发生', '安全事故'], ['民生证券浙江港龙新材料股份有限公司关于公司发生安全事故公告本公司及董事会全体成员', '保证', '公告内容真实准确和完整'], ['浙江港龙新材料股份有限公司', '卷入', '贴合机'], ['公司', '立即启动', '应急预案'], ['公司', '已经按照规定向有关部门进行', '报告'], ['二对公司生产经营影响公司', '根据', '应急预案'], ['公司', '将按照规定承担', '相应责任'], ['公司其他生产车间和其他机器设备', '未受到', '影响'], ['公司', '正常生产', '经营'], ['公司', '认真吸取', '本次事故教训'], ['信息', '披露', '相关公司将持续充分关注事项进展并及时履行信息披露义务'], ['广大投资者', '注意', '风险']]"
26,1,"[['证券', '简称', '浙江仙通'], ['关于', '发生', '火灾事故'], ['保证本公告内容', '不存在', '任何虚假记载误导性陈述或者重大遗漏'], ['25号车间三楼', '发生', '火灾事故'], ['该车间', '为', '新建车间'], ['公司', '立即采取', '应急措施'], ['本次火灾', '未造成', '人员伤亡'], ['公司', '已成立', '现场应急指挥小组'], ['公安消防部门', '调查', '火灾原因'], ['公司', '将进行', '大检查'], ['公司管理层', '认真吸取', '此次火灾事故教训'], ['公司', '履行', '信息'], ['广大投资者', '注意', '风险']]"
27,1,"[['证券', '简称', '华邦颖泰'], ['2013081华邦颖泰股份有限公司关于公告本公司', '保证', '真实'], ['火灾', '发生', '华邦颖泰股份有限公司农化事业部子公司杭州庆丰农化有限公司以下简称杭州庆丰三车间'], ['本公司', '进行', '公告'], ['杭州庆丰', '开始', '停产'], ['杭州庆丰', '分别成立', '事故调查小组和整顿整改小组'], ['萧山区安监局', '印发', '经'], ['萧山区安监局', '印发', '经'], ['杭州庆丰', '恢复', '生产'], ['杭州庆丰', '恢复', '生产'], ['杭州庆丰', '收到', '萧山区政府对事故调查报告批复'], ['后', '组织', '制定'], ['现场', '处置', '方案'], ['杭州庆丰', '恢复', '生产'], ['杭州庆丰', '加强', '健康']]"
28,1,"[['证券', '简称', '信谊包装'], ['中原证券河南信谊纸塑包装股份有限公司', '发生', '安全生产事故'], ['子公司', '发生', '安全生产事故'], ['中原证券河南信谊纸塑包装股份有限公司关于子公司发生安全生产事故公告本公司及董事会全体成员', '保证', '公告内容真实准确和完整'], ['全资子公司南宁益华包装有限公司以下简称南宁益华', '简称', '公司'], ['全资子公司南宁益华包装有限公司', '发生', '一起机械伤害事故'], ['南宁益华', '立即启动', '事故应急预案'], ['公司', '预计', '该事故不会对公司整体生产经营和业绩产生较大影响'], ['该事故', '不会对公司整体生产经营和业绩产生', '较大影响'], ['公司', '将以此次事件为', '警示'], ['公司', '及时履行', '义务'], ['公司', '表示', '哀悼']]"
29,1,"[['临2007-28西藏珠峰工业股份有限公司安全事故进展公告本公司董事会及其董事', '保证', '公告内容真实准确和完整'], ['本公司控股子公司青海西部铟业有限公司', '收到', '湟中县安全监督局对在铟生产制造车间发生砷化氢气体意外中毒事故结案报告事故相关情况请查看2007年3月14日中国证券报上海证券报本公司公告'], ['事故相关情况', '请', '查看2007年3月14日中国证券报本公司公告']]"
30,1,"[['证券', '简称', '太钢不锈&nb'], ['山西太钢不锈钢股份有限公司', '保证', '信息披露内容真实准确完整'], ['着火初步原因', '为', '冷轧车间4号酸洗线酸洗槽着火'], ['本次事故对公司造成损失相关部门', '正在', '核实中'], ['山西太钢不锈钢股份有限公司冷轧厂', '现有', '8条酸洗线'], ['发生事故', '是', '其中一条线']]"
31,1,"[['证券', '简称', '地平'], ['西部证券河北地平线通用航空股份有限公司关于固定翼飞机被撞击事故公告本公司及董事会全体成员', '保证', '公告内容真实准确和完整'], ['一基本情况河北地平线通用航空股份有限公司', '简称', '公司'], ['公司', '立即启动', '应急预案'], ['工作小组', '全力配合', '相关部门'], ['工作小组', '全力配合相关部门进行', '事故调查工作'], ['公司', '已经按照规定程序向有关部门进行', '报告'], ['生产', '影响', '事故'], ['的', '影响', '事故'], ['此次事故', '不会影响', '公司持续经营能力'], ['本次事故造成直接财产损失', '确认', '核实过程中'], ['三信息披露公司', '将根据', '进展情况'], ['广大投资者', '注意', '风险']]"
32,1,"[['证券', '简称', '章源钨业'], ['公司矿山', '发生', '安全生产事故'], ['2012-019崇义章源钨业股份有限公司关于公司矿山发生安全生产事故公告本公司及董事会全体成员', '保证', '公告内容真实准确和完整'], ['安全生产事故', '', '下辖大余石雷钨矿'], ['发生安全生产事故', '直接造成', '工亡1人'], ['在', '完成', '凿眼工作实施爆破作业'], ['凿眼工作', '实施', '爆破作业'], ['当班岗位人员', '迅速启动', '现场处置方案和应急'], ['国家相关规定', '进行', '报告'], ['相关部门', '正在对事故进行', '调查'], ['政府', '要求', '停产进行安全检查和整顿工作'], ['生产进度', '恢复', '生产'], ['公司', '正配合', '工作'], ['相关部门', '进行', '调查'], ['公司', '及时履行', '义务']]"
33,1,"[['证券', '简称', '盐湖股份nb'], ['化工分公司', '发生', '安全事故'], ['2017－040青海盐湖工业股份有限公司关于化工分公司发生安全事故公告本公司及董事会全体成员', '保证', '信息披露内容真实准确完整'], ['公司化工分公司', '发生', '爆事故'], ['事故', '造成', '4人受伤'], ['公司', '立即启动', '生产安全事故应急救援预案'], ['公司领导', '立即赶赴', '现场'], ['公司领导', '现场组织', '救援'], ['工作', '处理', '善后'], ['公司', '紧急开展', '现场处置'], ['该事故', '未对其他生产装置造成', '损害'], ['相关部门', '已成立', '事故调查组'], ['公司', '及时披露', '相关信息']]"
34,1,"[['证券', '简称', '永通股份nb'], ['关于', '发生', '火灾事故'], ['海通证券江西永通科技股份有限公司', '保证', '公告内容真实准确和完整'], ['江西永通科技股份有限公司', '称', '公司'], ['位于江西宁都县工业园厂房内氧化综合车间1楼平台', '发生', '着火'], ['公司', '立即启动', '应急预案'], ['公司董事会管理层', '认真吸取', '火灾事故教训']]"
35,1,"[['证券', '简称', '朗迪集团'], ['下属子公司一车间', '发生', '火灾事故'], ['2019-026浙江朗迪集团股份有限公司关于下属子公司一车间发生火灾事故公告本公司董事会及全体董事', '保证', '本公告内容不存在任何虚假记载误导性陈述或者重大遗漏'], ['本公告内容', '存在', '任何虚假记载'], ['火灾', '发生', '下属子公司宁波朗迪叶轮机械有限公司一个车间'], ['公司', '立即启动', '突发事件应急处置预案'], ['公安相关部门', '进行', '调查'], ['本次事故', '未造成', '人员伤亡'], ['公司其余车间', '未受', '此次事故影响'], ['保险公司', '已受理', '公司报案'], ['公司管理层', '认真吸取', '此次火灾事故教训'], ['公司', '履行', '信息'], ['广大投资者', '注意', '风险']]"
36,1,"[['证券', '简称', '东华能源nb'], ['2011-031东华能源股份有限公司关于码头事故情况进展公告本公司及董事会全体成员', '保证', '信息披露内容真实准确完整'], ['公司', '收到', '中海工业江苏有限公司支付部分事故损失赔偿款人民币3600万元'], ['中海工业江苏有限公司', '支付', '款'], ['部分事故损失', '赔偿', '款人民币3600万元'], ['上述赔偿款', '用于', '补偿码头'], ['补偿码头', '受', '撞'], ['双方', '在就有关事项进行', '沟通'], ['尚未能', '达成', '一致意见'], ['公司', '已完成', '被损毁5万吨化工液化气综合码头修复工程招标工作'], ['公司', '将按照', '有关规定']]"
37,1,"[['证券', '简称', '中原特钢'], ['中原特钢股份有限公司', '保证', '信息披露内容真实准确和完整'], ['证券', '简称', '中原特钢'], ['证券简称中原特钢', '开市', '起复牌'], ['中原特钢股份有限公司', '简称', '公司'], ['老炼钢生产线机修人员', '在', '巡检期间'], ['公司', '立即启动', '突发事件应急处置预案'], ['相关部门', '正在对事故进行', '调查'], ['有关部门', '出具', '正式结论意见'], ['本次事故', '未给公司设备及正常生产经营带来', '其他损失'], ['公司', '正在配合', '工作'], ['相关部门', '进行', '调查'], ['公司', '表示', '沉痛哀悼'], ['公司董事会', '提出', '申请'], ['公司股票', '开市', '停牌'], ['申请', '开市', '起复牌'], ['广大投资者', '注意', '风险']]"
38,1,"[['证券', '简称', '盐湖股份nb'], ['青海盐湖工业股份有限公司', '保证', '信息披露内容真实准确完整'], ['车间', '委托', '第三方施工单位'], ['现场装置设备', '更换', '作业'], ['实施现场装置设备', '发生', '安全事故'], ['盐湖海纳', '启动', '应急预案'], ['盐湖海纳', '立即启动应急预案进行', '妥善处置'], ['本次事故', '未造成', '人员伤亡'], ['盐湖海纳化工装置', '实施', '暂时性'], ['水泥装置', '未受', '本次事故影响'], ['公司', '及时向投资者履行', '信息'], ['广大投资者', '注意', '风险']]"
39,1,"[['香港', '交易', '及結算所有限公司及香港聯合交易所有限公司'], ['其準確性或完整性', '不發表', '任何聲明'], ['礦意外事故停工停產公告本公告', '乃', '香港聯合交易所有限公司證券上市'], ['本公司', '收到', '河南金豐煤業集團有限公司金豐'], ['本公司', '間接', '擁有附屬公司'], ['本公司', '間接', '擁有附屬公司'], ['意外事故', '位于', '河南省登封市'], ['位于河南省登封市向陽煤礦', '於', '發生意外事故'], ['該事故', '導致', '三名人員死亡'], ['門隨', '發', '一項通知'], ['煤礦', '不能於', '短期內恢復生產'], ['董事', '會', '評估相關影響'], ['本公司股東', '請', '審慎行事'], ['承董事', '會命', '融信資源控股有限公司主席董存岭香港'], ['本公司執行董事', '為', '李春彥先生'], ['本公司獨立非執行董事', '為', '陳仁寶博士']]"
40,1,"[['股票', '简称', '万华化学'], ['临2016-38号万华化学集团股份有限公司', '存在', '任何虚假记载'], ['爆裂', '发生', '一个12立方米粗产品中间缓冲罐'], ['抢救死亡4人', '死亡', '3人'], ['事故', '没有对周边环境造成', '污染'], ['公司', '立即启动', '事故应急预案'], ['公司', '及时履行', '义务'], ['公司', '及时履行披露', '义务']]"
41,1,"[['证券', '简称', '中航三鑫'], ['子公司海南特玻发生', '生产', '安全事故'], ['生产安全事故公告本公司', '保证', '信息披露内容真实'], ['信息', '披露', '内容真实'], ['中航三鑫股份有限公司', '简称', '公司'], ['氢气储罐内', '进行', '焊缝除锈'], ['窒息', '发生', '控股子公司海南中航特玻材料有限公司以下简称海南特玻2名操作人员'], ['经', '送', '医院'], ['公司', '履行', '信息'], ['广大投资者', '注意', '风险']]"
42,1,"[['股票', '简称', '高'], ['公司子公司门店', '发生', '火灾事故'], ['2013—018步步高商业连锁股份有限公司关于公司子公司门店发生火灾事故公告本公司及董事会全体成员', '保证', '公告内容真实准确和完整'], ['控股子公司湖南步步高连锁超市益阳有限责任公司下属赫山店', '发生', '火灾'], ['赫山店', '已投保', '财产综合险公众责任险电梯安全责任险'], ['公司', '立即启动', '应急救援措施'], ['公司', '紧急在全司开展', '安全检查工作'], ['事故原因', '进行', '调查'], ['正在', '进行', '调查'], ['赫山店2012年营业收入', '为', '7698.49万元'], ['净利润', '为', '314.98万'], ['公司', '将按照相关规定持续履行', '信息']]"
43,1,"[['证券', '简称', '江南高纤'], ['建设项目工地', '发生', '事故'], ['江苏江南高纤股份有限公司关于建设项目工地发生事故公告本公司董事会及全体董事', '保证', '本公告内容不存在任何虚假记载误导性陈述或者重大遗漏'], ['本公告内容', '存在', '任何虚假记载'], ['由振华集团昆山建设工程有限公司', '总承包', '江苏江南高纤股份有限公司年产4万吨高性能复合短纤维生产线项目自动化仓库项目'], ['该项目', '建设', '工地'], ['该项目', '建设', '工地'], ['在', '搭建', '脚手架'], ['振华公司', '妥善做', '事故善后工作'], ['振华公司', '支付', '全部赔偿金'], ['公司', '调查', '协助事故'], ['公司', '将加强', '项目建设安全管理'], ['该事故', '不会对公司生产经营产生', '重大影响'], ['公司', '履行', '信息'], ['广大投资者', '注意', '风险']]"
